Molecule Name,SMILES,id,nconf
E-0010561,COc1ccc2c(c1)c1cc3c(C(=O)NCCN(C)C)nccc3c(C)c1n2C,3eab888b3375d6c0,16
E-0010660,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4C)ccc3n(C)c12,50eb5de4bd807318,5
E-0010627,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,e39ab1a91eeb8ff0,2
E-0010656,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3c(C)c21,03b9af2b265fc139,8
E-0010662,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3cc21,e761dae893844c5c,6
E-0010604,Cc1c2ccncc2cc2c3cc(OC[C@H]4CCCN4)ccc3n(C)c12,fbd07178292759e0,17
E-0010611,Cc1c2ccncc2cc2c3cc(OC[C@@H]4CCCN4)ccc3n(C)c12,a0aab5d4d58ce778,18
E-0010690,Cc1c2ccncc2cc2c3cc(C(N)=O)ccc3n(C)c12,9ae35b5f4ac852b5,8
E-0010578,CCN(CC)CCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,33d7fb4e274560bc,17
E-0010691,CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,7213bc3b0073de9e,7
E-0010676,Cc1c2ccncc2cc2c1sc1ccc(OCCN3CCOCC3)cc12,f4c423f7eb8d07fa,7
E-0010647,CN(C)CCCNc1nc(Nc2ccncc2)nc2ccccc12,b7abb981d2ffc52f,14
E-0010628,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,41e362454bcbbd99,8
E-0002019,CN(C)CCCOc1ccc(-c2nc3cc(NC(=O)c4ccc5[nH]c(-c6ccc(OCCCN(C)C)cc6)nc5c4)ccc3[nH]2)cc1,7d92c2dab526dfe5,21
E-0010686,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C(C)C)c12,fe4f6a151adc6621,8
E-0010712,Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,798f26cee0fc0bbb,9
E-0010727,Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,4286ae1c2901a5ec,3
E-0010733,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,329c7cf88190fa9b,4
E-0010751,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,483cbf161e183d05,6
E-0010739,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,95dc8d37cc2afc9b,9
E-0010734,CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,3c4c84622fb6730d,12
E-0010766,Cc1nc(C(N)=O)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,d844f9c8e4c87b7e,4
E-0010768,Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,48e5ff09996f55c6,2
E-0010736,Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,e0298e77e1b64a57,5
E-0010738,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,6be3a70c8c40b942,11
E-0010724,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,71d8266a34afeffe,19
E-0010737,Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,12d74ee39574982d,7
E-0010767,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,b74489508275bb61,3
E-0010772,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,3a6b2309a6ab9fee,5
E-0010713,COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,b2ea1d25b0810480,21
E-0010754,CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,73c6336f097cc1fe,15
E-0010786,Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3nc21,6f3c2261f2298f90,5
E-0010784,Cn1c2ccc(OCC(=N)N)cc2c2cc3cnccc3cc21,156ba3bb3ad809df,6
E-0010774,Cc1c2ccncc2cc2c3cc(N4CCN(C)CC4)ccc3n(C)c12,bcd148c829d0001b,7
E-0010730,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,e65166c26000ee35,3
E-0010776,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,ed82b66e3932408d,7
E-0010922,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,e3146946e934d687,8
E-0011079,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,72ec81dce2899c83,4
E-0010771,CN(C)CCNC(=O)c1ccc2c(c1)c1cc3ccncc3nc1n2C,4d1d6f4acb44e14c,12
E-0010816,CN(C)CCCNc1nccc2c1C(=O)c1c([nH]c3ccc(OCC4=NCCN4)cc13)C2=O,f4ffce68d73fb4fc,2
E-0011026,COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,7bb725e55418a450,5
E-0011122,NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,c277bcc8d5bcf05d,4
E-0010994,Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,df6f27d5443d59f4,12
E-0010975,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,d3b9b515452f4b48,10
E-0010812,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,ff5a9d7e8cae8c77,11
E-0011195,NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,4d29f3ac775fedd1,6
E-0010765,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,224611263f11dbe9,4
E-0011078,CN(C)CCCn1ccc2nc3ccc(OCC4=NCCN4)cc3c-2c1,1dbae303a7d0d517,11
E-0011191,COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,e20132a2f7b3f5b2,6
E-0010989,Cc1c2ccncc2cc2c3cc(OCCN(C)C)cc(F)c3n(C)c12,662786f06bc0a106,20
E-0011083,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,92770e4c05cbdb17,10
E-0011133,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,100511114dc19eb2,8
E-0011166,Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,bd6db88ae08a9c5c,17
E-0011216,NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,2f1c6a8584a0fa2d,4
E-0011210,Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,f629b2a37c5f87a3,13
E-0011190,Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,8f6bb0dbb4872764,20
E-0011189,C[C@H](NC(=O)c1ccc2c(c1)c1cc(C(=O)N[C@@H](C)C(N)=O)ccc1n2C)C(N)=O,81bac1de2393325c,14
E-0011137,CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,af14e266b1ce4add,13
E-0011211,Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,2f8e4962f24954a0,7
E-0011167,COC(C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,947584bd1e1038fa,18
E-0011215,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,952046b1980480f6,12
E-0011214,CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,07e259749ddcbbe4,14
E-0011233,COCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,6181a970b883c0ef,5
E-0011225,Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC(N)=O)ccc3n(C)c12,ac3113b4f89c39d6,7
E-0011227,CN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,28e238f3d1ded415,13
E-0011235,Cc1nc(C(N)=O)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,6ff0573339ee1817,8
E-0011219,Cc1c2ccncc2cc2c3cc(OCCC(C)(C)N)ccc3n(C)c12,e292924c1da68cb2,16
E-0011232,CCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,7b8940aca20c5214,10
E-0011213,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,ff972a3f328c3ad6,10
E-0011217,Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,4f52a9117fd17993,11
E-0011212,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OCC(N)=O)ccc3n(C)c12,b017e47ad7d6aefd,17
E-0011226,CCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,053fb7c59939dde2,17
E-0011241,Cn1c2ccc(OCC3=NCCN3)cc2c2cc(C(N)=O)ccc21,0137245e3f1ca82b,12
E-0011246,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccccc3)ccc21,4c7bdb0af7ae84b5,9
E-0011240,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN)ccc3n(C)c12,c26481b014fd5a79,11
E-0011234,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NCC(F)F)ccc3n(C)c12,30af688ad4a31af4,15
E-0011248,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccncc3)ccc21,d30c085472838f86,9
E-0011236,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N)ccc3n(C)c12,ae65275aa1d42c70,16
E-0011242,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN)ccc3n(C)c12,1a8babcb34a998e7,13
E-0011256,Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3nc21,dd004489dc86f470,6
E-0011247,C[C@H](N)COc1ccc2c(c1)c1cc(C(N)=O)ccc1n2C,a33a3f12ee281a56,17
E-0011253,C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,7585366a0569b608,9
E-0011250,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)O)ccc3n(C)c12,7390976246efd27a,11
E-0011263,Cc1c2ccnc(C(=O)NCC(N)=O)c2cc2c3ccccc3n(C)c12,d44e2ff2bcb47cf2,4
E-0011262,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CO)ccc3n(C)c12,56cd5b4c66fe9e86,4
E-0011255,COC[C@H](C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,a51a4ba806238be7,8
E-0011264,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CO)ccc3n(C)c12,82e530c7de92f455,5
E-0011252,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)O)ccc3n(C)c12,495a35cfce76289c,12
E-0011243,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(C)C)ccc3n(C)c12,4cb8b182e35aaf7b,17
E-0011249,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N)ccc3n(C)c12,9d3c394f91e11c63,19
E-0011261,Cc1nc(CCC(=O)Nc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,029c40f7300f9262,6
E-0011259,NCCCNc1nc(NC(=O)OCCCN)cc2c(-c3ccnc(N4CCNCC4)c3)cccc12,6cf9dd603916235c,4
E-0011251,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN(C)C)ccc3n(C)c12,dc575b8b4b52795b,16
E-0011271,Cc1c2ccccc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,065891788cfbd79f,9
E-0011273,Cc1c2ccnc(C(=O)NCCN)c2cc2c3ccccc3n(C)c12,11581482e4d220dc,8
E-0011268,Cc1c2ccccc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,888aa06c01ad28c0,14
E-0011265,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccccc3n(C)c12,31efdeeaf1597e69,10
E-0011280,Cn1c2ccc(OCC(N)=O)cc2c2nc3ccccc3nc21,2700af753e7a0332,5
E-0011270,C[C@H](N)COc1ccc2c(c1)c1cc(-c3ccncc3)ccc1n2C,adddfb0aab22bcdc,15
E-0011267,C[C@H](N)COc1ccc2c(c1)c1ccc(-c3cccnc3)cc1n2C,dd4006271e2e5ed7,18
E-0011266,Cc1nc(CCCNc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,38aaf8f04f5b7fe0,7
E-0011278,Cn1c2ccc(OCC(N)=O)cc2c2ccc(-c3ccncc3)cc21,7a374c173915a769,9
E-0011272,Cn1c2ccc(OCC(N)=O)cc2c2ccc(-c3cccnc3)cc21,205d8e366d119dc1,16
E-0011282,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3ccccc3nc21,4e154ac3875647bc,2
E-0011276,C[C@H](N)COc1ccc2c(c1)c1ccc(-c3ccncc3)cc1n2C,230d213e075cae29,14
E-0011291,Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3cc21,d3a1d593cd72d563,5
E-0011293,Cn1c2ccc(C(=O)NCCO)cc2c2nc3ccccc3nc21,4d38e93b4ca866d5,3
E-0011277,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N(C)C)ccc3n(C)c12,cb304ffc422c52cd,11
E-0011287,Cc1c2ccccc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,03d00892d92c49e4,9
E-0011285,Cc1c2ccncc2cc2c3cc(C(=O)NCC(N)=O)ccc3n(C)c12,6c24eebfd9e65e76,12
E-0011292,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3cc21,740e78fd3b9e5e8b,2
E-0011294,COC1CCN(CCOc2ccc3c(c2)c2nc4cnccc4nc2n3C)CC1,6f76d2eeb0da5dfd,2
E-0011290,CCN(CC)CCCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,9a6300deedb4bc5c,7
E-0011286,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)C(N)=O)ccc3n(C)c12,091d8779f2eebe0f,13
E-0011288,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)C(N)=O)ccc3n(C)c12,83c1b773d38b3e49,13
E-0011295,Cn1c2ccc(OCCN3CCC(F)CC3)cc2c2nc3cnccc3nc21,e399a11be0bfad16,3
E-0011283,CCN(CC)CCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,577b9013dcda188e,17
E-0011302,Cn1c2ccc(OCCCN3CCCCC3)cc2c2nc3cnccc3nc21,b8572f717e4ac64f,1
E-0011296,CN[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,5398e08ad3e4fa25,13
E-0011301,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3cc21,86263d2b8c9b9ce6,3
E-0011279,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN(C)C)ccc3n(C)c12,35a71448473dba8a,18
E-0011303,Cn1c2ccc(OCCCCN3CCCCC3)cc2c2nc3cnccc3nc21,9d71be66a8fac8ab,1
E-0011289,COC(C)(C)CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,bbf27874c716ceda,15
E-0011305,COc1cccc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)c1,fd8ac846483da1c5,2
E-0011309,CN1CCN=C1COc1ccc2c(c1)c1nc3cnccc3nc1n2C,d70216c81692a3a0,4
E-0011300,Cn1c2ccc(OCCN3CCCC3)cc2c2nc3cnccc3nc21,0de4babe3e1eb305,12
E-0011306,COc1cncc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)c1,12912256df3e07c8,3
E-0011297,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N(C)C)ccc3n(C)c12,9be60d66b4bd0500,13
E-0011311,Cn1c2ccc(OCCCN3CCCC3)cc2c2nc3cnccc3nc21,09fcbb853b8e9fa7,3
E-0011307,C[C@H](N)COc1ccc2c(c1)c1ccc(-c3ccccc3)cc1n2C,863b48e2d508ef80,10
E-0011304,C[C@H](N)COc1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2C,fc9e588e63067440,15
E-0011298,Cc1c2ccncc2cc2c3cc(C(=O)NCCOC(C)(C)C)ccc3n(C)c12,d313c2f63cf0ae9f,16
E-0011312,Cn1c2ccc(OCCCCN3CCCC3)cc2c2nc3cnccc3nc21,e9e0bd1a96970ab3,4
E-0011308,CC(C)N[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,89735fba65ec3054,12
E-0011316,Cn1cc(-c2cccnc2)c2cc(OCCCN3CCCC3)ccc21,c656abb02a0e1825,3
E-0011314,C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3cc1n2C,99e33c76c2655952,12
E-0011335,Cc1ccc(CNc2cc(-c3ccccc3)[nH]c(=O)n2)cc1,778e70d3817c9273,7
E-0011313,C[C@@H](COc1ccc2c(c1)c1nc3cnccc3nc1n2C)N1CCCCC1,141548fdd429fcd5,5
E-0011310,CCCN[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,391677251f4b9784,13
E-0011365,COc1cccc(Nc2nc(-c3ccccc3)cs2)c1,3909eac201700e37,11
E-0011299,COCC(C)(C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,c469d22e07b3278c,21
E-0011317,Cc1cc(C#N)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,38da3ce180dd1778,7
E-0011628,Cc1c2ccncc2cc2c3cc(Oc4ccccn4)ccc3n(C)c12,18f7207b93f5b93c,5
E-0011627,Cc1c2ccncc2cc2c3cc(Oc4cccc(N)n4)ccc3n(C)c12,6b70c4e6cbd2a35f,5
E-0011634,Cn1c2ccc(OCC(N)=O)cc2c2cc3ccccc3nc21,66561aa9c282b702,6
E-0011630,Cc1c2ccncc2cc2c3cc(Oc4ccncc4)ccc3n(C)c12,c06d813b02e1c160,6
E-0011315,Cn1c2ccc(OC[C@@H]3CCCN3)cc2c2nc3cnccc3nc21,62c269667710584d,17
E-0011632,Cn1c2ccc(OCCNC3CCC(F)(F)CC3)cc2c2nc3cnccc3nc21,bbf85df98d1af7d5,4
E-0011640,Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3cc21,11b1ad7f11daab9a,4
E-0011626,Cc1c2ccncc2cc2c3cc(Oc4ccnc(N)c4)ccc3n(C)c12,5e194077b89d19a9,12
E-0011633,Cc1c2ccnc(C(=O)NCCN)c2cc2c3cc(F)ccc3n(C)c12,a4b0371667afad90,10
E-0011636,Cn1c2ccc(OCCNC3CCOCC3)cc2c2nc3cnccc3nc21,c13ccbc9daf50ef2,5
E-0011637,Cc1cc(-n2cccn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,a6174a88fff26ce7,3
E-0011635,Cc1c2ccnc(C(=O)NCCN)c2cc2c3cc(F)c(F)cc3n(C)c12,f82ae1f9c5bbee8d,12
E-0011643,Cn1c2ccc(C(=O)NCCO)cc2c2nc3cnccc3cc21,1e6fef81c32e0dff,5
E-0011629,COCCNC(=O)c1ccc2c(c1)c1nc3cnccc3nc1n2C,e5be484a57b68df1,16
E-0011639,Cn1c2ccc(OCCN3CCCCC3)cc2c2cc3ccccc3nc21,d655129c68ec2d84,5
E-0011638,Cc1cc(-n2ccnc2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,35e599899a903edf,6
E-0011631,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(F)c(F)cc3n(C)c12,cc953849e2a1c3f0,10
E-0011641,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cc(Cl)c(Cl)cc3nc21,9ff4984e1b433894,6
E-0011651,Cn1c2ccc(OCC(N)=O)cc2c2cc3ccncc3nc21,8e86944d1286152e,4
E-0011642,Cn1c2ccc(OCCN3CCCCC3)cc2c2cc(-c3ccncc3)ccc21,a6fedac3bd9203fd,4
E-0011645,Cn1c2ccc(OCCN3CCCCC3)cc2c2ccc(-c3ccncc3)cc21,186b55bb1e88ced9,5
E-0011655,CN1CCN=C1COc1ccc2c(c1)c1cc3ccccc3nc1n2C,b9ca84e5f070796c,3
E-0011648,c1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,78306d8cef880142,7
E-0011646,O=C1CCc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2N1,8c25b951549f6b58,8
E-0011649,C[C@H](N)COc1ccc2c(c1)c1cc3ccccc3nc1n2C,7d2d748bbb1ad2e4,14
E-0011650,Cc1c2ccncc2cc2c3cc(Oc4cccnc4)ccc3n(C)c12,d3e9baccc3ecb358,13
E-0011652,Cc1c2ccncc2cc2c3ccccc3n(CCN(C)C)c12,57a297dd417a08ba,11
E-0011647,Cn1c(=O)ccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,994af9fd626fcf2f,8
E-0011644,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(F)ccc3n(C)c12,279b391dcb839b7c,11
